rank,name,nationality,dob,points
52,Noélie YARIGO,BEN,1985-12-26,1210
53,Gabija GALVYDYTĖ,LTU,2000-01-17,1210
54,Erin WALLACE,GBR,2000-05-18,1210
55,Valery TOBIAS,USA,2000-09-24,1209
56,Olivia BAKER,USA,1996-06-12,1208
57,Margarita KOCZANOWA,POL,1999-02-01,1207
58,Caroline BREDLINGER,AUT,2001-04-04,1207
59,Valentina ROSAMILIA,SUI,2003-01-27,1207
60,Makayla PAIGE,USA,2003-05-07,1204
61,Roisin WILLIS,USA,2004-08-06,1203
62,Emily RICHARDS,USA,1995-07-21,1203
63,Daniela GARCÍA,ESP,2001-08-31,1203
64,Michaela ROSE,USA,2003-06-13,1202
65,Samantha WATSON,USA,1999-11-10,1201
66,Charlotte PIZZO,FRA,1997-05-10,1200
67,Maeliss TRAPEAU,FRA,1999-09-28,1198
68,Rachel GEARING,USA,1999-12-18,1195
69,Marta MITJANS,ESP,2006-12-28,1192
70,Charlotte DUMAS,FRA,1997-08-07,1192
71,Tess KIRSOPP-COLE,AUS,1999-12-02,1191
72,Pernille Karlsen ANTONSEN,NOR,2002-12-13,1189
73,Elena BELLÒ,ITA,1997-01-18,1189
74,Camille LAUS,BEL,1993-05-23,1189
75,Nelly JEPKOSGEI,BRN,1991-07-14,1188
76,Smilla KOLBE,GER,2002-03-01,1188
77,Ajee' WILSON,USA,1994-05-08,1187
78,Victoria BOSSONG,USA,2003-05-05,1184
79,Grace Vans AGNEW,GBR,2000-12-30,1182
80,Abigail IVES,GBR,2004-02-06,1181
81,Annemarie NISSEN,DEN,1994-07-08,1180
82,Souad ELHADDAD,MAR,2001-03-10,1178
83,Jazz SHUKLA,CAN,1998-08-24,1176
84,Kimberley FICENEC,CZE,1994-07-23,1176
85,Mariya PROKHORETS,RUS,1995-11-24,1175
86,Judy KEMUNTO,KEN,2005-09-09,1174
87,Katie SNOWDEN,GBR,1994-03-09,1174
88,Gladys CHEPNGETICH,KEN,2001-05-20,1174
89,Laura PELLICORO,ITA,2000-12-24,1173
90,Honour FINLEY,USA,1999-08-11,1170
91,Lauren TOLBERT,USA,2004-07-06,1168
92,Sophia GORRIARAN,USA,2005-06-20,1168
93,Agnès RAHAROLAHY,FRA,1992-11-07,1167
94,Taiya SHELBY,USA,2000-08-16,1167
95,Amanda Marie FRØYNES,NOR,1998-09-13,1167
96,Ellie SANFORD,AUS,1997-11-13,1167
97,Hongjiao WU,CHN,2003-07-25,1165
98,Hannah SEGRAVE,GBR,1995-04-14,1165
99,Malin Ingeborg NYFORS,NOR,1997-07-12,1165
100,Julia JAGUŚCIK,POL,2003-12-16,1164
101,Nina VUKOVIĆ,CRO,2002-06-03,1163
102,Georgia-Maria DESPOLLARI,GRE,2003-09-19,1163
103,Aviwe HOBOLOSHE,RSA,2002-03-07,1162
104,Ayano SHIOMI,JPN,1999-11-26,1162
105,Allie WILSON,USA,1996-03-31,1162
106,Veronica HARGRAVE,USA,,1161
107,Adelle TRACEY,JAM,1993-05-27,1161
108,Catriona BISSET,AUS,1994-03-01,1160
109,Aurora RYNDA,CAN,2000-10-26,1160
110,Susan ANENO,UGA,1996-07-27,1159
111,Sanu JALLOW,GAM,2003-04-04,1158
112,Pavla ŠTOUDKOVÁ,CZE,2003-03-05,1158
113,Pooja,IND,2002-06-17,1157
114,Skylyn WEBB,USA,1995-01-25,1157
115,Wilma NIELSEN,SWE,2001-06-02,1157
116,Jana Marie BECKER,GER,2006-05-11,1155
117,Kaylie POLITZA,USA,2004-08-22,1155
118,Twinkle CHAUDHARY,IND,1995-10-17,1153
119,Agathe DELAHOUTRE,FRA,1997-05-17,1153
120,Mariska PAREWYCK,BEL,1988-12-13,1151
121,Shaikira KING,GBR,2008-07-14,1150
122,Maria COLAJANNI,ITA,1999-12-07,1149
123,Maleigha MENEGATTI,USA,2000-02-20,1149
124,Ngalula Gloria KABANGU,ITA,2005-05-04,1148
125,Veera MATTILA,FIN,2003-01-21,1146
126,Stavri FILIPPOU,CYP,1992-10-23,1146
127,Judy Jepkoech KOSGEI,KEN,2001-04-12,1146
128,Alex O'NEILL,IRL,2000-09-21,1145
129,Naomi KORIR,KEN,1998-09-01,1144
130,Vanessa SCAUNET,BEL,1996-07-09,1142
131,Gabrielle WILKINSON,USA,1999-06-10,1141
132,Priscilla VAN OORSCHOT,NED,1996-09-03,1141
133,Veronika SADEK,SLO,2003-01-21,1141
134,Mallory LINDAMAN,USA,,1140
135,Chloe FOERSTER,USA,2003-09-21,1140
136,Kassidy JOHNSON,USA,,1140
137,Gabriella GRISSOM,USA,2004-05-29,1139
138,Marissa DAMINK,NED,1995-10-24,1139
139,Fanny ARENDT,LUX,2002-06-05,1139
140,Janet JEPKEMOI,KEN,2005-08-20,1139
141,Sarah Jane UNDERWOOD,USA,,1138
142,Lorenza DE NONI,ITA,2006-01-19,1137
143,Olga RODIOSHKINA,RUS,2001-02-10,1136
144,Eveline SAALBERG,NED,1998-07-30,1136
145,Lucia STURM,GER,2002-01-10,1134
146,Michaela MEYER,USA,1998-07-04,1134
147,Rocio ARROYO,ESP,2003-07-06,1133
148,Joceline WIND,SUI,2000-09-12,1133
149,Rebekah NEWTON,AUS,1996-08-29,1133
150,Makayla CLARK,USA,2004-01-25,1133
151,Federica PANSINI,ITA,2003-06-07,1133
152,Berdine CASTILLO,CHI,2000-03-18,1132
153,Kate MITCHELL,USA,1999-11-18,1132
154,Serena TROIANI,ITA,1996-02-22,1132
155,Laure BILO,BEL,2003-12-22,1132
156,Anastasiya MADYSHEVA,RUS,1998-05-21,1128
157,Boh RITCHIE,NZL,2007-02-08,1127
158,Alica SCHMIDT,GER,1998-11-08,1125
159,Emma SULLIVAN,USA,,1125
160,Star PRICE,USA,,1124
161,Gina MCNAMARA,MLT,1994-12-05,1124
162,Nel VANOPSTAL,BEL,2004-08-28,1124
163,Nora HAUGEN,NOR,2003-07-22,1124
164,Živa REMIC,SLO,,1123
165,Tessa BUSWELL,USA,2006-04-17,1123
166,Teagan SCHEIN-BECKER,USA,2000-04-04,1122
167,Louise SHANAHAN,IRL,1997-01-26,1122
168,Hayley KITCHING,AUS,2004-09-26,1121
169,Emily SIMPSON,GBR,2000-02-18,1120
170,Naum BOPAPE,RSA,2000-08-12,1119
171,Cindy BOURDIER,FRA,2000-08-04,1119
172,Petja KLOJČNIK,SLO,2004-11-13,1119
173,Julia CHEROT,FRA,2002-02-28,1119
174,Aaliyah MOORE,GUY,2001-08-21,1118
175,Magdalena BREZA,POL,2004-11-26,1118
176,Hannah RIGGINS,USA,,1118
177,Alli BOOKIN-NOSBISCH,USA,2002-05-06,1118
178,Maeve O'NEILL,IRL,2004-03-09,1117
179,Helen BRAYBROOK,GBR,,1116
180,Emma KELLEY,USA,,1116
181,Emma MOORE,IRL,2004-04-14,1115
182,Khahisa MHLANGA,GBR,1999-12-26,1114
183,Ayaka KAWATA,JPN,1999-08-22,1114
184,Natalie VARELA,USA,2002-02-14,1113
185,Dilek KOÇAK,TUR,2005-08-15,1113
186,Stella PEARLESS,NZL,1999-01-29,1112
187,Jaqueline Beatriz WEBER,BRA,1995-04-06,1112
188,Fiona VON FLÜE,SUI,2008-02-19,1112
189,Makenna HERBST,USA,2006-12-07,1111
190,Yekaterina SAMUYLOVA,RUS,1999-11-05,1111
191,Elena KLUSKENS,BEL,2004-03-20,1111
192,Hana GROBOVŠEK,SLO,2002-10-27,1110
193,Mayara Dos Santos LEITE,BRA,1996-01-04,1109
194,Ai WATANABE,JPN,2002-10-25,1109
195,Lina HANICH,GER,2002-05-02,1109
196,Avery PEARSON,CAN,2003-03-24,1108
197,Tanja SPILL,GER,1995-12-16,1108
198,Michelle GRÖBLI,SUI,2001-04-19,1108
199,Lucia JUAN,ESP,2000-12-14,1108
200,Jaylah HANCOCK-CAMERON,AUS,2002-05-28,1107
201,Emma FRYGA,AUS,2009-03-05,1107
202,Brynne SUMNER,USA,,1107
203,Marie Celie WARNEKE,GER,2005-01-18,1106
204,Yuri NISHIDA,JPN,2005-06-15,1106
205,Bianka KÉRI,HUN,1994-04-19,1106
206,Julia LILLO,ESP,2002-08-08,1105
207,Ella NELSON,USA,,1105
208,Jenna SCHWINGHAMER,USA,,1105
209,Veera PERÄLÄ,FIN,2000-03-18,1104
210,Aníta HINRIKSDÓTTIR,ISL,1996-01-13,1103
211,Victoria GUERRIER,HAI,2005-10-21,1103
212,Olga ONUFRIYENKO,RUS,1999-03-08,1102
213,Rachael WALTERS,USA,1996-04-24,1102
214,Verena MEISL,GER,2001-05-17,1102
215,Aster ARERI,ETH,2007-04-16,1101
216,Malin HOELSVEEN,NOR,2005-01-25,1100
217,Ramot Abike JIMOH,NGR,2003-10-01,1100
218,Jordan MOZIE,USA,,1099
219,Emma DOUGLASS,NZL,2002-08-14,1099
220,Claire YERBY,USA,2002-01-07,1098
221,Privillege CHIKARA,ZIM,2002-03-12,1098
222,Kurumi SUGURE,JPN,2004-05-09,1097
223,Leah SIMPSON,AUS,2001-02-07,1097
224,Lucy ARMITAGE,GBR,2004-08-03,1097
225,Ka'Myya HAYWOOD,USA,2005-04-12,1097
226,Alyssa HERNANDEZ,USA,,1097
227,Bregje SLOOT,NED,2000-01-28,1097
228,Ivy BOOTHROYD,AUS,2007-01-16,1096
229,Emilie MEYER,USA,,1095
230,Tara VUČKOVIĆ,SRB,2008-02-25,1094
231,Tereza FUSKOVÁ,CZE,,1094
232,Cristina Daniela BĂLAN,ROU,1998-10-17,1094
233,Yekaterina RENZHINA,RUS,1994-10-18,1093
234,Nikola BISOVÁ,CZE,2002-08-23,1093
235,Nesrine ABED,ALG,2007-09-26,1092
236,Maureen CHEBET,UGA,2005-06-24,1092
237,Abigail ABUFIRE,GHA,,1091
238,Sylwana GAJDA,POL,1999-11-10,1091
239,Kishay ROWE,JAM,2004-05-09,1090
240,Maria ROJAS,VEN,2005-04-20,1090
241,Abby KLEBE,USA,,1090
242,Janae DEAN,USA,2002-06-05,1090
243,Analisse BATISTA,USA,,1089
244,Anna PODOJIL,USA,,1089
245,Stephanie BROKAW,USA,1991-03-04,1089
246,Hannah CAMERON,GBR,1997-07-21,1089
247,Emma DAGENAIS,CAN,1997-07-23,1089
248,Gena LÖFSTRAND,RSA,1995-10-23,1089
249,Sydney SMITH,CAN,1997-01-27,1089
250,Chunhui LI,CHN,2001-03-29,1088
251,Alexandra ALMICI,ITA,2002-07-12,1088
252,Anastasiya MIKHAYLOVSKAYA,RUS,2001-03-22,1087
253,Winnie Jelagat KIPSANG,KEN,2001-11-10,1087
254,Jennie HAUKE,GER,1993-02-06,1087
255,Flavie DAMBRY,FRA,1997-03-26,1087
256,Sophia VOLKMER,GER,2002-05-14,1087
257,Ainsley ERZEN,USA,,1086
258,Lucy HENKEL,USA,,1086
259,Oluwatosin AWOLEYE,USA,,1086
260,Layla HAYNES,BAR,2005-07-01,1086
261,Flavia Maria DE LIMA,BRA,1993-07-01,1085
262,Kayla BELL,USA,,1085
263,Anna BANATOVA,RUS,2005-03-09,1085
264,Matilda RYAN,AUS,2002-07-12,1085
265,Kristie SCHOFFIELD,USA,1999-04-05,1084
266,Charlotte TOMKINSON,USA,,1084
267,Carmen CERNJUL,SWE,2007-06-14,1084
268,Aaliyah MILLER,USA,1998-08-28,1084
269,Sabrina GABRIELI,BRA,2005-12-12,1083
270,Allison JOHNSON,USA,,1082
271,Sylvia CHELANGAT,KEN,2004-04-05,1082
272,Elizabeth MARTELL,USA,,1082
273,Kyla MARTIN,CAN,2005-12-20,1082
274,Jenica SWARTZ,CAN,,1082
275,Km. CHANDA,IND,2001-08-16,1081
276,Maud DE JONG,NED,2008-06-07,1081
277,So-Mang SHIN,KOR,1993-04-04,1080
278,Carise VAN ROOYEN,RSA,2007-06-19,1080
279,Valentina BARRIENTOS,CHI,1997-12-07,1080
280,Maria FREIJ,SWE,1998-10-24,1080
281,Tiana LOSTRACCO,CAN,2001-11-08,1080
282,Valme PRADO,ESP,2000-11-07,1080
283,Emmaculate JEMUTAI,KEN,,1079
284,Andrea RODRÍGUEZ,ESP,2003-04-01,1079
285,Judy RONO,KEN,,1079
286,Martina CANAZZA,ITA,2003-03-28,1079
287,Olivia ALEXANDRE,FRA,2000-11-03,1079
288,Hannah ODENDAHL,GER,2005-10-27,1079
289,Gabby CORTEZ,USA,2003-10-13,1078
290,Kate GOODYEAR,USA,,1078
291,Jana KLUSKENS,BEL,2004-03-20,1077
292,Martina ESCUDERO,ARG,1996-12-06,1076
293,Xinyu RAO,CHN,2002-02-21,1076
294,Emma CHARLET,FRA,2006-05-13,1076
295,Nicole BUEHRLE,USA,,1075
296,Aliyah WILLIAMS,USA,,1075
297,Pelageya DYACHKOVSKAYA,RUS,1998-01-19,1074
298,Abby JEPCHIRCHIR,KEN,,1074
299,Nadia POWER,IRL,1998-01-11,1074
300,Lucy HOLMES,IRL,2002-02-24,1073
301,Amandeep KAUR,IND,2003-09-07,1073
302,Mahiro HASEGAWA,JPN,2003-04-17,1073
303,Dagmar SMID,NED,1997-01-26,1073
304,Miu NAKAMURA,JPN,1999-10-25,1072
305,Brianna RINN,USA,,1072
306,Lindsey BUTLER,USA,2000-08-28,1071
307,Karolina HAAS,GER,2004-09-02,1071
308,Ambre VALMORIN,FRA,2003-08-20,1071
309,Heini IKONEN,FIN,1999-03-22,1071
310,Jade LENTON,CAN,,1071
311,Lily SAUL,USA,,1071
312,Ijke MOURITS,NED,1999-02-08,1071
313,Alicia RECIO,ESP,1998-01-26,1070
314,Lizaveta SHYMANETS,BLR,2003-12-12,1069
315,Evaline Chepkoech KIPKIRWOK,KEN,2005-09-09,1069
316,Megan BELL,USA,,1069
317,Bethany TROW,GBR,2008-05-10,1069
318,Hallee KNELSEN,CAN,2003-05-27,1067
319,Oksana DOLYNCHUK,UKR,1998-05-05,1067
320,Aleksandra BEREŚNIEWICZ,POL,2002-04-03,1067
321,Iris DOWNES,GBR,2005-07-03,1067
322,Caterina CALIGIANA,ITA,2008-09-25,1067
323,Anita POMA,PER,2004-03-06,1066
324,Liselot SMOLDERS,BEL,1999-12-02,1066
325,Charlotte BUCKLEY,GBR,2002-01-02,1066
326,Nina FERRERO,FRA,1999-11-24,1065
327,Cheyenne MELVIN,USA,,1065
328,Julia MAROTO,ESP,2006-10-10,1065
329,Georgia SCOTT,USA,,1064
330,Shae HARBAUGH,USA,,1064
331,Lauren HARPER,USA,,1064
332,Taigen HUNTER-GALVAN,NZL,2000-10-17,1063
333,Kylie OLSEN,USA,,1063
334,Taliah WICKETT,USA,,1063
335,Pia LANGTON,IRL,2007-06-07,1063
336,Jessica EDWARDS,USA,,1063
337,Rong RONG,CHN,2007-08-13,1063
338,Alina KORSUNSKA,UKR,2004-03-28,1062
339,Invida MAURIŅA,LAT,2003-07-23,1062
340,Kelty OASTER,USA,,1062
341,Camille EGBULA,USA,,1062
342,Felien WIBBELINK,NED,2007-10-15,1062
343,Fleur COOPER,AUS,2007-09-26,1062
344,Hannah BALLOWE,USA,2000-12-28,1061
345,Bronwyn PATTERSON,USA,,1061
346,Aoife DUNNE,USA,,1061
347,Lieke HOOGSTEEN,NED,2004-02-07,1061
348,Carmel FITZGIBBON,USA,,1061
349,Jade AVANCE,USA,,1061
350,Malia GAY,USA,,1061
351,Molly HUDSON,GBR,2002-08-16,1060
352,Rose PITTMAN,AUS,2001-10-08,1060
353,Laura WILHELM,GER,2002-11-05,1060
354,Elena IRBETTI,ITA,2007-07-16,1060
355,Havana ALLISTONE-GREAVES,ESP,2001-07-26,1060
356,Sofia VIDAK,GBR,,1059
357,Fajr KELLY,USA,,1059
358,Jaellene BURGESS,JAM,,1059
359,Riho HIRANO,JPN,2005-11-04,1059
360,Sari KAMEI,JPN,2006-01-19,1058
361,Annie JACKSON,USA,,1058
362,Iris BERGMAN,USA,,1058
363,Bahiya El ARFAOUI,MAR,2005-11-01,1057
364,Lara TORTELL,GER,2001-04-07,1057
365,Olivia MARTIN,GBR,2005-08-10,1057
366,Senri MORI,JPN,2006-03-28,1057
367,Chloe POITTEVIN,FRA,,1057
368,Nava CHEVAN,USA,,1057
369,Maisy O'SULLIVAN,IRL,1993-02-11,1057
370,Eleonora VANDI,ITA,1996-03-15,1056
371,Eleanor STREVENS,GBR,2006-12-14,1056
372,Saki ETO,JPN,2002-06-19,1056
373,Taylor BROWN,USA,,1056
374,Airi IKEZAKI,JPN,1998-06-22,1056
375,Alyssa BALANDRAN,MEX,2000-10-16,1055
376,Lova PERMAN,SWE,2003-04-24,1055
377,Janiah BROWN,USA,,1055
378,Suzuka WATANABE,JPN,2002-05-09,1055
379,Hannah KINANE,SWE,2006-01-09,1055
380,Amity EBARB,USA,,1055
381,Emma GICQUEL,FRA,2004-05-29,1054
382,Stephanie DRISCOLL,GBR,2001-10-24,1054
383,Sophia WOLF,GER,2000-02-23,1054
384,Hana YAMADA,JPN,1994-09-17,1054
385,Mollie GRANT,GBR,,1054
386,Stephanie BERTRAM,CAN,2006-11-21,1054
387,Tayissa BUCHANAN,AUS,2006-02-14,1054
388,Bernalyn BEJOY,PHI,2001-09-01,1053
389,Ioulianna ROUSSOU,GRE,2007-05-11,1053
390,Samantha MCDONNELL,USA,,1053
391,Melissa PADRÓN,CUB,2003-08-15,1052
392,Samantha HASTIE,USA,,1052
393,Siiri RAINIO,FIN,2000-07-11,1052
394,Andie MURRAY,USA,,1052
395,Paulina STEMPNIAK,POL,2004-06-12,1052
396,Jillian BROWN,CAN,,1052
397,Elizabeth ACHESON,USA,,1052
398,Alyona TIKHONOVA,RUS,2003-03-15,1052
399,Anna CONNOR,USA,1986-01-10,1052
400,Alex LOMELI,USA,,1052
