rank,name,nationality,dob,points
203,Muhammad Abdallah KOUNTA,FRA,1994-10-27,1122
204,Justice ORATILE,BOT,2006-05-21,1122
205,Tyrece GRANT,JAM,2001-11-11,1122
206,Ilyas ÇANAKÇI,TUR,2001-09-07,1122
207,Ifeanyi Emmanuel OJELI,NGR,1998-10-10,1122
208,Maksim FEDYAYEV,RUS,1997-12-01,1121
209,Árpád KOVÁCS,HUN,2005-09-12,1121
210,Jadson Erick Soares LIMA,BRA,2003-04-01,1120
211,Hamza DAIR,MAR,2002-10-01,1119
212,Andreas GRIMERUD,NOR,2003-07-11,1119
213,Victor NTWENG,BOT,1995-12-01,1118
214,Zidane BROWN,JAM,2002-02-21,1118
215,Rios PRUDE,USA,2003-09-17,1118
216,Willington WRIGHT,USA,2000-09-16,1118
217,Grant BUCKMILLER,USA,2005-04-15,1117
218,Dmitriy RAZUMOV,RUS,1999-08-19,1117
219,Baotang LIANG,CHN,2003-11-18,1117
220,Samuel VESSAT,USA,,1116
221,Vincent GENDRE,SUI,2001-09-18,1115
222,Rikuya ITO,JPN,1998-11-10,1113
223,Robert KING,DOM,1996-03-05,1113
224,Frank BRADLEY-REED,USA,,1113
225,Landon FONTENOT,USA,,1113
226,Braeden OFOSU-KWARTENG,USA,,1113
227,Jonathan JONES,BAR,1999-02-06,1112
228,Chiyu ZHENG,CHN,2003-10-03,1112
229,Trellas FORREST,USA,,1112
230,Haruki MORITA,JPN,2004-10-15,1112
231,Rawley CHARD,USA,,1112
232,Matteo RAIMONDI,ITA,2001-02-22,1111
233,Vinícius MOURA,BRA,2005-03-09,1111
234,Zibane NGOZI,BOT,1992-10-31,1110
235,Kentaro SHIRAHATA,JPN,2006-01-06,1110
236,Florian KROLL,GER,2004-05-18,1110
237,Jeffrey CAJO,PER,2006-10-03,1110
238,Ramsey ANGELA,NED,1999-11-06,1110
239,Netanel DOROTHEA,NED,2000-11-22,1109
240,Tibyasa MATUVO,SWE,2004-05-10,1109
241,Tianqi JU,CHN,2002-03-27,1108
242,Karol ZALEWSKI,POL,1993-08-07,1108
243,Ange Daniel Maxime KOUAMÉ,CIV,1999-07-29,1108
244,Aidan MURPHY,AUS,2003-10-14,1108
245,Jaedyn CARPENTER,USA,,1108
246,Amal GLASGOW,VIN,2004-11-07,1108
247,Ethan WILLEMS,USA,,1107
248,Benjamin BOAKYE,GHA,,1107
249,Chase WALTER,USA,,1107
250,Musa NKOSI,RSA,1997-01-05,1106
251,Joey GANT,USA,,1106
252,Patryk GRZEGORZEWICZ,POL,2002-05-26,1106
253,Michał KIJEWSKI,POL,2005-10-25,1105
254,Premier WYNN,USA,2005-07-31,1105
255,Tiago Lemes DA SILVA,BRA,1995-09-15,1104
256,Mizuki OBUCHI,JPN,1997-02-19,1104
257,Enerst KUMEVU,BOT,2005-06-28,1104
258,Jonah VIGIL,USA,,1104
259,Joseph BRIER,GBR,1999-03-16,1104
260,Tyrel PRENZ,GER,2003-09-15,1104
261,Singhapurage Aruna DHARSHANA,SRI,1999-01-19,1103
262,Charles DEVANTAY,SUI,1998-02-14,1103
263,Eric YOUNG,USA,2004-05-04,1103
264,Agustín PINTI,ARG,2001-06-20,1103
265,Kelsey SINGLETON,USA,,1103
266,Nicolás CAMPOS,ESP,2002-12-30,1102
267,Nen MATLOCK,USA,,1102
268,Samuel TOILI,KEN,2006-06-18,1101
269,Jackson GILBERT,USA,,1101
270,Chance TANNER,USA,,1101
271,Patrik DÖMÖTÖR,SVK,2000-12-13,1100
272,Daniel BALANTA,COL,2002-08-20,1100
273,Alonzo RUSSELL,BAH,1992-02-08,1100
274,Qining ZHANG,CHN,2003-02-23,1100
275,Walid El BOUSSIRI,MAR,2006-01-17,1099
276,Kendrick WINFIELD,USA,,1099
277,Kabelo MOHOLOBELA,RSA,2000-02-12,1099
278,Alejandro ROSADO,PUR,,1099
279,Ángel GONZÁLEZ,ESP,2003-10-23,1099
280,Samuel HERENTON,USA,,1099
281,Tumo Statago VAN WYK,BOT,2002-07-26,1098
282,Zyaire NURIDDIN,USA,,1098
283,Lorenzo BENATI,ITA,2002-04-05,1098
284,Nicholas DONALDSON,AUS,2002-11-01,1098
285,Christion DERRICK,USA,,1098
286,Marnus JONKER,RSA,1999-04-19,1097
287,Sean BURRELL,USA,2002-02-23,1097
288,Jingzong ZHANG,CHN,1997-01-15,1097
289,Danylo DANYLENKO,UKR,1994-10-10,1097
290,Jay KUMAR,IND,2006-06-10,1097
291,Nabil TEZKRATT,FRA,2003-03-04,1096
292,Rami BALTI,TUN,2001-01-08,1096
293,Nicholas SPIKES,USA,,1096
294,Riccardo MELI,ITA,2001-04-15,1096
295,Jeremy BEMBRIDGE,JAM,2002-12-20,1095
296,Michael ROTH,CAN,2002-03-22,1095
297,Augustine Nketia JUNIOR,AUS,2003-03-22,1095
298,Ryuki IWASAKI,JPN,2000-08-13,1095
299,Šimon BUJNA,SVK,1995-12-27,1095
300,Brayan LOPEZ,ITA,1997-06-20,1095
301,Mario Alexandru DOBRESCU,ROU,2004-01-24,1094
302,Noah CARMICHAEL,USA,,1094
303,Emmanuel Iyanuoluwa BADEJO,NGR,2004-12-09,1094
304,Malik FRANKLIN,USA,2006-09-08,1093
305,Lukas KRAPPE,GER,2003-11-27,1093
306,Seungkyun JOO,KOR,2001-09-03,1093
307,Eric HEMPHILL,USA,,1093
308,Evan BLACKMAN,GBR,2001-11-21,1092
309,Wenhao DING,CHN,2003-11-30,1092
310,Myles RHODES,USA,,1092
311,Umar OSMAN,MAS,2003-08-11,1091
312,Masato MORI,JPN,2001-08-26,1091
313,Heng XIAO,CHN,2005-07-14,1091
314,Sorin Alexandru VOINEA,ROU,2003-08-18,1091
315,Lovro Mesec KOŠIR,SLO,1999-08-11,1091
316,Seinosuke IRIZUKI,JPN,2005-06-06,1091
317,Marc KOCH,GER,1994-05-24,1090
318,Rocco MARTIN,GER,2001-03-06,1090
319,Tinotenda MATIYENGA,ZIM,1999-07-09,1090
320,Killian FAHY,IRL,2004-11-15,1090
321,Cameron FRANKLIN,USA,,1089
322,Kabo David RANKGWE,BOT,2003-10-25,1089
323,Jonas DE SMET,BEL,1997-02-02,1089
324,Haoran FU,CHN,2005-04-21,1089
325,Emmanuel RWOTOMIYA,UGA,2003-09-10,1088
326,Dillon BEDELL-BASS,USA,,1088
327,Joshua GITTENS,USA,,1088
328,İsmail NEZIR,TUR,2003-01-22,1087
329,Tushar KANTI,IND,2001-10-03,1087
330,Tomas KERŠULIS,LTU,2001-11-10,1087
331,Samuel GARCÍA,ESP,1991-12-04,1087
332,Yoandys LESCAY,CUB,1994-01-05,1086
333,Andre JACKSON,USA,,1086
334,Latrell JOHNSON,USA,,1086
335,Divan VLOK,RSA,2004-02-20,1086
336,Zhiyu XIE,CHN,2000-03-24,1086
337,Nathan GEORGE,CAN,1994-01-07,1086
338,Tim BROWN,USA,,1086
339,Nickory RICHARD,USA,,1085
340,Rui YAMASAKI,JPN,2004-08-24,1085
341,Shuji MORI,JPN,2000-05-04,1084
342,Melvyn CAVAGNOUX,FRA,2006-10-08,1084
343,Devyn WRIGHT,USA,,1084
344,Tyrese MILLER,USA,,1084
345,José FIGUEROA,PUR,2004-09-14,1084
346,Artyom ARASLANOV,RUS,1994-07-25,1083
347,Eljas AALTO,FIN,1996-01-15,1083
348,Vincent BOND,USA,,1083
349,Christian PARKER,USA,2004-10-15,1083
350,Woyn CHATMON,USA,,1083
351,Adrien DEVRIENDT,BEL,2002-07-03,1083
352,Allan LACROIX,FRA,2004-09-12,1083
353,Xzaviah TAYLOR,USA,,1082
354,Stanley CHEVOUS,GBR,2006-10-11,1082
355,Anele NZWANZWA,RSA,1996-03-24,1082
356,Dexiang YU,CHN,2000-09-27,1081
357,Mekhi STONE,USA,,1081
358,Isaac DAVIS,USA,,1081
359,Xiaofei GU,CHN,2001-09-21,1080
360,Damarien JACOBS,USA,,1080
361,Maxime WASSMER,FRA,2003-06-11,1080
362,Malik JAMES-KING,JAM,1999-06-28,1080
363,Royal HALEY,USA,,1080
364,Elijah SHERARD,USA,,1080
365,Corey LYONS,USA,,1080
366,Jan ŚMIETANKA,POL,2005-09-21,1080
367,Masato HARADA,JPN,2004-07-01,1080
368,Christopher COATS,USA,,1079
369,Matthew Galea SOLER,MLT,2006-04-17,1079
370,Kyo KIKUTA,JPN,2006-08-27,1079
371,Matteo DI BENEDETTO,ITA,2004-12-26,1079
372,Max HUSEMANN,GER,2005-05-09,1078
373,Jinta HARIMA,JPN,2005-10-20,1078
374,Tyrique JOHNSON,BAR,2002-03-31,1078
375,Tarees RHODEN,JAM,2000-09-19,1078
376,Alexis LALOYER,FRA,1996-11-26,1078
377,Milann KLEMENIC,FRA,2007-09-06,1077
378,Will BYNUM,USA,,1077
379,Manu Thekkinalil SAJI,IND,2001-10-17,1077
380,Asato DANJO,JPN,2003-11-26,1077
381,Patrik ŠORM,CZE,1993-11-21,1076
382,Hanbo ZHANG,CHN,2003-10-16,1076
383,Boitumelo MASILO,BOT,1995-08-05,1076
384,Friedrich RUMPF,GER,2003-11-20,1076
385,Heinrich Der VAN WATH,RSA,2005-05-17,1076
386,Waly BATHILY,FRA,2004-02-17,1076
387,Hayato SHINGAKI,JPN,2002-06-02,1076
388,Jordan GILBERT,AUS,2006-12-09,1076
389,Zoltán WAHL,HUN,2000-04-27,1075
390,Thabang Charles MONNGATHIPA,BOT,2005-06-05,1075
391,Konrad CLARK,USA,,1075
392,Sherman HAWKINS,USA,,1075
393,Balázs PLISZ,HUN,2004-10-02,1075
394,Benoît Moudio PRISO,FRA,2003-01-15,1075
395,Kyle GALE,BAR,2002-01-11,1074
396,Daniel BRIEL,RSA,2005-01-17,1074
397,Lucas BÚA,ESP,1994-01-12,1074
398,Nicolas SALINAS,COL,1998-09-06,1073
399,Tomáš HORÁK,CZE,2008-03-05,1073
400,Zyan GREENE,USA,,1073
